bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.350770
0.5000,0.5000,1.334554
1.4999,1.4999,1.326000
3.4998,3.4998,1.317273
7.4995,7.4995,1.302681
13.4991,13.4991,1.281462
21.4986,17.4989,1.268185
29.4981,21.4986,1.248736
37.4975,25.4983,1.225517
45.4970,29.4981,1.200793
53.4965,33.4978,1.177096
61.4960,37.4975,1.154894
69.4954,41.4973,1.131341
74.9951,42.9972,1.120779
