bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.155618
0.5000,0.5000,1.130985
1.4999,1.4999,1.127703
3.4998,3.4998,1.120222
7.4995,7.4995,1.111474
13.4991,13.4991,1.103382
21.4986,17.4989,1.080603
29.4981,21.4986,1.044017
