bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.356836
0.5000,0.5000,1.336444
1.4999,1.4999,1.334738
3.4998,3.4998,1.333070
7.4995,7.4995,1.329608
13.4991,13.4991,1.301446
21.4986,17.4989,1.277094
29.4981,21.4986,1.252223
37.4975,25.4983,1.226012
45.4970,29.4981,1.201726
53.4965,33.4978,1.175784
61.4960,37.4975,1.150047
69.4954,41.4973,1.125585
74.9951,42.9972,1.114139
