bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.394727
0.5000,0.5000,1.379391
1.4999,1.4999,1.371860
3.4998,3.4998,1.360417
7.4995,7.4995,1.342700
13.4991,13.4991,1.317305
21.4986,17.4989,1.304568
29.4981,21.4986,1.290568
37.4975,25.4983,1.276948
45.4970,29.4981,1.259712
53.4965,33.4978,1.240640
61.4960,37.4975,1.221297
69.4954,41.4973,1.200210
74.9951,42.9972,1.191883
