bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.354070
0.5000,0.5000,1.336362
1.4999,1.4999,1.330883
3.4998,3.4998,1.324300
7.4995,7.4995,1.315050
13.4991,13.4991,1.293431
21.4986,17.4989,1.273741
29.4981,21.4986,1.250227
37.4975,25.4983,1.224331
45.4970,29.4981,1.200007
53.4965,33.4978,1.177658
61.4960,37.4975,1.154221
69.4954,41.4973,1.130026
74.9951,42.9972,1.120271
