bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.289825
0.5000,0.5000,1.273035
1.4999,1.4999,1.264026
3.4998,3.4998,1.251237
7.4995,7.4995,1.226021
13.4991,13.4991,1.194922
21.4986,17.4989,1.176202
29.4981,21.4986,1.161627
37.4975,25.4983,1.146334
45.4970,29.4981,1.130103
53.4965,33.4978,1.112294
61.4960,37.4975,1.092576
69.4954,41.4973,1.072962
74.9951,42.9972,1.062734
