bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.360593
0.5000,0.5000,1.341694
1.4999,1.4999,1.335411
3.4998,3.4998,1.332342
7.4995,7.4995,1.327033
13.4991,13.4991,1.303472
21.4986,17.4989,1.281864
29.4981,21.4986,1.255182
37.4975,25.4983,1.230634
45.4970,29.4981,1.206774
53.4965,33.4978,1.179344
61.4960,37.4975,1.153077
69.4954,41.4973,1.127600
74.9951,42.9972,1.115694
