bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.351293
0.5000,0.5000,1.335451
1.4999,1.4999,1.331362
3.4998,3.4998,1.325252
7.4995,7.4995,1.316776
13.4991,13.4991,1.295650
21.4986,17.4989,1.274113
29.4981,21.4986,1.249222
37.4975,25.4983,1.225016
45.4970,29.4981,1.200985
53.4965,33.4978,1.178187
61.4960,37.4975,1.154770
69.4954,41.4973,1.133024
74.9951,42.9972,1.121817
