bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.194015
0.5000,0.5000,1.176292
1.4999,1.4999,1.172149
3.4998,3.4998,1.155585
7.4995,7.4995,1.139328
13.4991,13.4991,1.116095
19.9987,15.9990,1.103972
29.4981,19.9987,1.336057
37.4975,23.9984,1.318386
45.4970,27.9982,1.298349
53.4965,31.9979,1.282410
61.4960,35.9976,1.265178
69.4954,39.9974,1.246040
74.9951,41.4973,1.239388
