bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.382025
0.5000,0.5000,1.370318
1.4999,1.4999,1.362553
3.4998,3.4998,1.350529
7.4995,7.4995,1.332566
13.4991,13.4991,1.306676
21.4986,17.4989,1.292746
29.4981,21.4986,1.280767
37.4975,25.4983,1.269161
45.4970,29.4981,1.255976
53.4965,33.4978,1.244331
61.4960,37.4975,1.227308
69.4954,41.4973,1.211130
74.9951,42.9972,1.203639
