bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.193450
0.5000,0.5000,1.171043
1.4999,1.4999,1.167056
3.4998,3.4998,1.159237
7.4995,7.4995,1.144832
13.4991,13.4991,1.132330
21.4986,17.4989,1.132615
29.4981,21.4986,1.106340
37.4975,25.4983,1.072439
45.4970,29.4981,1.041381
