bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.314454
0.5000,0.5000,1.295345
1.4999,1.4999,1.286637
3.4998,3.4998,1.274180
7.4995,7.4995,1.250076
13.4991,13.4991,1.215390
21.4986,17.4989,1.199005
29.4981,21.4986,1.183922
37.4975,25.4983,1.168775
45.4970,29.4981,1.153838
53.4965,33.4978,1.135881
61.4960,37.4975,1.116337
69.4954,41.4973,1.094228
74.9951,42.9972,1.082949
