bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.176317
0.5000,0.5000,1.153744
1.4999,1.4999,1.149490
3.4998,3.4998,1.142865
7.4995,7.4995,1.128077
13.4991,13.4991,1.120757
21.4986,17.4989,1.116832
29.4981,21.4986,1.084351
37.4975,25.4983,1.051064
45.4970,29.4981,1.018113
