bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.479363
0.5000,0.5000,1.471015
1.4999,1.4999,1.464240
3.4998,3.4998,1.453827
7.4995,7.4995,1.439513
13.4991,13.4991,1.419848
21.4986,17.4989,1.406642
29.4981,21.4986,1.390398
37.4975,25.4983,1.376085
45.4970,29.4981,1.360095
53.4965,33.4978,1.343254
61.4960,37.4975,1.327194
69.4954,41.4973,1.311758
74.9951,42.9972,1.306382
