bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.344146
0.5000,0.5000,1.324900
1.4999,1.4999,1.316793
3.4998,3.4998,1.306294
7.4995,7.4995,1.285401
13.4991,13.4991,1.260947
21.4986,17.4989,1.250138
29.4981,21.4986,1.239903
37.4975,25.4983,1.226220
45.4970,29.4981,1.205042
53.4965,33.4978,1.177857
61.4960,37.4975,1.153347
69.4954,41.4973,1.124939
74.9951,42.9972,1.113320
