bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.344374
0.5000,0.5000,1.324583
1.4999,1.4999,1.319031
3.4998,3.4998,1.306375
7.4995,7.4995,1.289148
13.4991,13.4991,1.263471
21.4986,17.4989,1.250434
29.4981,21.4986,1.229694
37.4975,25.4983,1.210039
45.4970,29.4981,1.187152
53.4965,33.4978,1.163266
61.4960,37.4975,1.140528
69.4954,41.4973,1.115713
74.9951,42.9972,1.105878
