bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.442373
0.5000,0.5000,1.430863
1.4999,1.4999,1.423612
3.4998,3.4998,1.410989
7.4995,7.4995,1.393336
13.4991,13.4991,1.369168
21.4986,17.4989,1.354677
29.4981,21.4986,1.342796
37.4975,25.4983,1.327706
45.4970,29.4981,1.317938
53.4965,33.4978,1.305602
61.4960,37.4975,1.292397
69.4954,41.4973,1.279392
74.9951,42.9972,1.272637
