bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.309539
0.5000,0.5000,1.292558
1.4999,1.4999,1.288376
3.4998,3.4998,1.283653
7.4995,7.4995,1.272932
13.4991,13.4991,1.243179
21.4986,17.4989,1.216352
29.4981,21.4986,1.190009
37.4975,25.4983,1.164310
45.4970,29.4981,1.138654
53.4965,33.4978,1.112973
61.4960,37.4975,1.090089
69.4954,41.4973,1.066594
74.9951,42.9972,1.056540
