bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.356385
0.5000,0.5000,1.343822
1.4999,1.4999,1.334862
3.4998,3.4998,1.320628
7.4995,7.4995,1.297870
13.4991,13.4991,1.266339
21.4986,17.4989,1.248095
29.4981,21.4986,1.230132
37.4975,25.4983,1.215754
45.4970,29.4981,1.198280
53.4965,33.4978,1.183200
61.4960,37.4975,1.167607
69.4954,41.4973,1.151565
74.9951,42.9972,1.145541
