bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.356679
0.5000,0.5000,1.342264
1.4999,1.4999,1.335829
3.4998,3.4998,1.321697
7.4995,7.4995,1.298751
13.4991,13.4991,1.267936
21.4986,17.4989,1.248504
29.4981,21.4986,1.230864
37.4975,25.4983,1.213985
45.4970,29.4981,1.197999
53.4965,33.4978,1.183347
61.4960,37.4975,1.167277
69.4954,41.4973,1.152055
74.9951,42.9972,1.143771
