bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.380801
0.5000,0.5000,1.364243
1.4999,1.4999,1.356609
3.4998,3.4998,1.345242
7.4995,7.4995,1.325446
13.4991,13.4991,1.296150
21.4986,17.4989,1.281161
29.4981,21.4986,1.268724
37.4975,25.4983,1.257181
45.4970,29.4981,1.245155
53.4965,33.4978,1.228972
61.4960,37.4975,1.208953
69.4954,41.4973,1.188557
74.9951,42.9972,1.178299
