bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.355495
0.5000,0.5000,1.343167
1.4999,1.4999,1.335922
3.4998,3.4998,1.320701
7.4995,7.4995,1.298986
13.4991,13.4991,1.268279
21.4986,17.4989,1.248981
29.4981,21.4986,1.231107
37.4975,25.4983,1.213225
45.4970,29.4981,1.197795
53.4965,33.4978,1.181656
61.4960,37.4975,1.167649
69.4954,41.4973,1.153301
74.9951,42.9972,1.143954
