bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.367511
0.5000,0.5000,1.355814
1.4999,1.4999,1.345964
3.4998,3.4998,1.333408
7.4995,7.4995,1.309427
13.4991,13.4991,1.279288
21.4986,17.4989,1.261667
29.4981,21.4986,1.243555
37.4975,25.4983,1.228422
45.4970,29.4981,1.212088
53.4965,33.4978,1.196392
61.4960,37.4975,1.178772
69.4954,41.4973,1.161742
74.9951,42.9972,1.154122
