bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.355500
0.5000,0.5000,1.343294
1.4999,1.4999,1.334432
3.4998,3.4998,1.321893
7.4995,7.4995,1.299996
13.4991,13.4991,1.268144
21.4986,17.4989,1.248286
29.4981,21.4986,1.230149
37.4975,25.4983,1.213403
45.4970,29.4981,1.196922
53.4965,33.4978,1.182966
61.4960,37.4975,1.167208
69.4954,41.4973,1.152763
74.9951,42.9972,1.144297
