bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.350015
0.5000,0.5000,1.337150
1.4999,1.4999,1.330453
3.4998,3.4998,1.315106
7.4995,7.4995,1.290973
13.4991,13.4991,1.261224
21.4986,17.4989,1.242937
29.4981,21.4986,1.224526
37.4975,25.4983,1.207455
45.4970,29.4981,1.190939
53.4965,33.4978,1.176869
61.4960,37.4975,1.161595
69.4954,41.4973,1.144704
74.9951,42.9972,1.139537
