cand,particles,seed,fdh,rel_err,n_tied,keff,wall_s
1,16000,3,1.1312136423173753,0.010092367307637184,7,1.3460802017497886,19.363327980041504
1,16000,4,1.1459018502525335,0.010853676122630083,2,1.3455425193159518,19.267744779586792
1,16000,5,1.1408680310091217,0.011466269452264026,3,1.3450820288060399,19.335253715515137
2,16000,1,1.1372816869811735,0.011242657115029723,4,1.3435516338889313,19.624504327774048
2,16000,2,1.1316439356454173,0.011768447441944963,6,1.3451916212007862,19.215580224990845
2,16000,3,1.129788600105715,0.009760907989233902,4,1.3461170505351714,19.561983108520508
2,16000,4,1.1381094312637965,0.01038919403642638,3,1.3438955065514797,19.44637942314148
2,16000,5,1.1383661174605735,0.011321044112553271,4,1.3439628647627093,19.210280656814575
3,16000,1,1.116947940530069,0.010125878804705776,8,1.350074889516584,19.673644304275513
3,16000,2,1.1282347809801514,0.010706254667041032,4,1.3493188187854193,19.664448022842407
3,16000,3,1.121654102418223,0.010421327915718953,4,1.3478944841045521,19.812386751174927
3,16000,4,1.124765293412162,0.01124573227616548,4,1.3489359085382964,19.71914768218994
3,16000,5,1.1188941664567076,0.01109418172952687,5,1.348020019400485,19.70665431022644
3,256000,1,1.1127992031813434,0.0027506379285096435,2,1.348754584182503,189.58321499824524
3,256000,2,1.110265378335956,0.0029875330110923286,6,1.3484921691777578,194.88679814338684
3,256000,3,1.1121076654286548,0.0028371967865093045,1,1.3489111873378474,193.9638273715973
3,256000,4,1.1102696806564323,0.002499247116951473,3,1.3488322217409736,193.8712077140808
3,256000,5,1.114607499227443,0.00302419613653862,2,1.3486378766928442,193.43015027046204
3,256000,6,1.1104947129537655,0.0028882091570741537,3,1.3484746140011679,194.84805130958557
3,256000,7,1.113121192123661,0.002790757533411171,2,1.348602279814363,194.58180260658264
3,256000,8,1.109464235160764,0.0028395608845919735,3,1.3490071295893773,196.5658938884735
4,16000,1,1.142430748474229,0.010751172601499664,4,1.3458441936830026,19.770416021347046
4,16000,2,1.1396858465375976,0.011057057308265644,8,1.3449624637899533,19.946000576019287
4,16000,3,1.1572277875902786,0.01151419995269266,1,1.3454217129090553,19.49776554107666
4,16000,4,1.143710769397388,0.01096801593395842,2,1.3437958978442235,19.338263988494873
4,16000,5,1.1501477715391992,0.011729815730679228,3,1.3429622104394634,19.529951333999634
5,16000,1,1.1419617757515432,0.0122648814232541,4,1.3302573411180274,19.577452421188354
5,16000,2,1.1464846308230647,0.009714006811708064,5,1.328378691685951,19.70482611656189
5,16000,3,1.1402169336006611,0.009488075177749309,3,1.329708173027982,19.68726897239685
5,16000,4,1.145311091347327,0.010402902725659344,2,1.330265482150553,19.711876392364502
5,16000,5,1.1406199251894578,0.01075354546303505,6,1.3286870284924717,19.50013518333435
6,16000,1,1.1299293868706992,0.010973047393478541,6,1.3481316547811364,19.808731079101562
6,16000,2,1.1281962598010373,0.010501800748815028,6,1.3489302584719987,20.00286102294922
6,16000,3,1.1304501248656011,0.012255624738087958,9,1.3483398696157842,19.860506296157837
6,16000,4,1.146227292906908,0.010674877350976905,3,1.3493765420315382,19.589306592941284
6,16000,5,1.1241302932437398,0.010703435642968277,11,1.3495253370913387,19.394455671310425
6,256000,1,1.1260193660582996,0.0031784686252447213,5,1.3485303956461083,190.88082695007324
6,256000,2,1.1236011971549498,0.0027093625181195957,2,1.3488511739069022,190.76589179039001
6,256000,3,1.1252220394642776,0.0027438678676494693,2,1.3486977663227178,189.92402291297913
6,256000,4,1.1214696579508252,0.0026165870062824495,4,1.3487950046937072,190.39808082580566
6,256000,5,1.1243385496700913,0.00267404074011955,4,1.3489147905315613,191.91481828689575
6,256000,6,1.123537569603493,0.0028721606122465914,4,1.3489595221360853,191.1259982585907
6,256000,7,1.1283897469894437,0.0026160211370944955,1,1.3487478094976335,188.5822832584381
6,256000,8,1.122381244488954,0.00283626525765649,2,1.3489044834383164,190.10057044029236
7,16000,1,1.1586136188274831,0.011965840651912772,4,1.350037745763792,18.695175409317017
7,16000,2,1.1619489540211168,0.011376564388734805,3,1.3513575405874791,18.717355489730835
7,16000,3,1.1546828896605794,0.011580492157359654,5,1.3513774480406542,18.91755723953247
7,16000,4,1.1478389601862447,0.011256578434174535,4,1.3504932271890941,18.890898942947388
7,16000,5,1.156312624553554,0.01052476883178888,1,1.3490188442923807,18.88362741470337
8,16000,1,1.1538780928262518,0.013072051940331559,6,1.3504896726319915,19.537603616714478
8,16000,2,1.1533738871331185,0.011856977431686802,6,1.3490043782408603,19.023250341415405
8,16000,3,1.1492926738163762,0.012270940174621364,8,1.3477637814826702,19.328381299972534
8,16000,4,1.17271124061111,0.011670121611685782,3,1.3491479142800562,19.470401287078857
8,16000,5,1.1861204812214663,0.009703496680634865,1,1.3489999194345634,19.187394380569458
9,16000,1,1.146224250113583,0.010384336379725845,1,1.3465140647978089,19.5522301197052
9,16000,2,1.1388362081722898,0.011769759044698862,3,1.3446643614914289,19.7870831489563
9,16000,3,1.1374676979641254,0.010362670867531013,3,1.3460974323500714,19.568044900894165
9,16000,4,1.1286609671085712,0.009880336520408045,6,1.3442373799173188,19.60627841949463
9,16000,5,1.14240192998148,0.010486702137831235,2,1.3453605238300503,19.391990661621094
