bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.059854
0.5000,0.5000,1.045741
1.4999,1.4999,1.045106
3.4998,3.4998,1.049375
7.4995,7.4995,1.053716
13.4991,13.4991,1.072809
21.4986,17.4989,1.095264
29.4981,21.4986,1.089911
37.4975,25.4983,1.075236
45.4970,29.4981,1.058067
53.4965,33.4978,1.034051
