bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.440298
0.5000,0.5000,1.433998
1.4999,1.4999,1.432867
3.4998,3.4998,1.434266
7.4995,7.4995,1.431658
13.4991,13.4991,1.416175
21.4986,17.4989,1.399830
29.4981,21.4986,1.383283
37.4975,25.4983,1.364414
45.4970,29.4981,1.348833
53.4965,33.4978,1.331206
61.4960,37.4975,1.312454
69.4954,41.4973,1.295908
74.9951,42.9972,1.288874
