bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.408072
0.5000,0.5000,1.398126
1.4999,1.4999,1.390701
3.4998,3.4998,1.379086
7.4995,7.4995,1.361845
13.4991,13.4991,1.339064
21.4986,17.4989,1.323640
29.4981,21.4986,1.305485
37.4975,25.4983,1.288515
45.4970,29.4981,1.269943
53.4965,33.4978,1.250194
61.4960,37.4975,1.231431
69.4954,41.4973,1.214340
74.9951,42.9972,1.204589
