bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.352573
0.5000,0.5000,1.342436
1.4999,1.4999,1.338318
3.4998,3.4998,1.328068
7.4995,7.4995,1.316651
13.4991,13.4991,1.301062
21.4986,17.4989,1.295313
29.4981,21.4986,1.292565
37.4975,25.4983,1.288493
45.4970,29.4981,1.276767
53.4965,33.4978,1.261632
61.4960,37.4975,1.243513
69.4954,41.4973,1.225985
74.9951,42.9972,1.218979
