bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.464506
0.5000,0.5000,1.455904
1.4999,1.4999,1.448398
3.4998,3.4998,1.437952
7.4995,7.4995,1.420374
13.4991,13.4991,1.399315
21.4986,17.4989,1.382476
29.4981,21.4986,1.370750
37.4975,25.4983,1.355840
45.4970,29.4981,1.343086
53.4965,33.4978,1.324622
61.4960,37.4975,1.311179
69.4954,41.4973,1.295303
74.9951,42.9972,1.289798
