idx,m_C,m_M,m_P,F_zoned,k_zoned,max_enr,leu_ok,share_C,share_M,share_P,dk_pcm,dF,dEFPD_est
7,1.0,1.0,1.0,2.025943339600739,1.2050223392210373,9.127557803300526,True,0.20588799808804262,0.4605415448667352,0.3335704570452223,0.0,0.0,nan
7,1.0,0.9333333333333332,1.05,2.0239088677251935,1.1997017539745995,9.583935693465552,True,0.20511932493912413,0.4455576649826446,0.34932301007823124,-532.0585246437748,-0.002034471875545396,nan
7,1.0,0.8666666666666666,1.1,2.02931736896867,1.1931242216521618,10.04031358363058,True,0.20571764188468994,0.43059674861930747,0.36368560949600265,-1189.8117568875489,0.003374029367931186,nan
7,1.0,0.8000000000000002,1.15,2.0516380784138155,1.186881974099882,10.496691473795604,True,0.2045531500019141,0.4149660424885665,0.38048080750951957,-1814.0365121155355,0.0256947388130766,nan
7,0.9,1.0333333333333332,1.0,1.8639670765548386,1.2023213484859172,9.127557803300526,True,0.18889015880665347,0.468702965432902,0.34240687576044443,-270.099073512009,-0.1619762630459003,nan
7,0.9,0.9666666666666665,1.05,1.9045560498251035,1.1971889695781774,9.583935693465552,True,0.18911342727679215,0.454156359015811,0.3567302137073969,-783.3369642859856,-0.1213872897756354,nan
7,0.9,0.8999999999999998,1.1,1.8535522255308632,1.190949302476322,10.04031358363058,True,0.18760233652092193,0.4389093876882598,0.3734882757908182,-1407.3036744715273,-0.17239111406987573,nan
7,0.9,0.8333333333333334,1.15,1.8351456194707692,1.1845104377177105,10.496691473795604,True,0.18634571470125247,0.42317042146717,0.39048386383157757,-2051.190150332682,-0.19079772012996976,nan
7,0.8,1.0666666666666667,1.0,1.8104254641465465,1.19857586612659,9.127557803300526,True,0.17170187161098432,0.476078131653189,0.35221999673582655,-644.6473094447347,-0.21551787545419243,nan
7,0.8,1.0,1.05,1.7054084618343812,1.1935227895185205,9.583935693465552,True,0.170726336512763,0.4616373354193792,0.3676363280678578,-1149.9549702516765,-0.3205348777663577,nan
7,0.8,0.9333333333333332,1.1,1.677125770482898,1.1880193000175427,10.04031358363058,True,0.16949597769903343,0.4468226059923236,0.383681416308643,-1700.3039203494552,-0.348817569117841,nan
7,0.8,0.8666666666666668,1.15,1.6562137323750439,1.1818932105560827,10.496691473795604,True,0.16799492419092785,0.43104696993612734,0.40095810587294467,-2312.9128664954646,-0.36972960722569503,nan
7,0.72,1.0933333333333335,1.0,1.7787423819820696,1.1954569158521682,9.127557803300526,True,0.1573356790601384,0.48294872603956485,0.3597155949002968,-956.5423368869119,-0.24720095761866934,nan
7,0.72,1.0266666666666666,1.05,1.6747150775483328,1.1907114501586227,9.583935693465552,True,0.1547477665001476,0.46799551360687386,0.37725671989297865,-1431.0889062414622,-0.3512282620524061,nan
7,0.72,0.96,1.1,1.6137074378451357,1.1854390018007757,10.04031358363058,True,0.1542108699619825,0.4534961617704148,0.39229296826760274,-1958.3337420261637,-0.4122359017556032,nan
7,0.72,0.8933333333333335,1.15,1.5609322131503471,1.1797280912671932,10.496691473795604,True,0.15322452722336669,0.43726227121778966,0.40951320155884346,-2529.424795384405,-0.4650111264503918,nan
7,0.65,1.1166666666666665,1.0,1.7751480669857633,1.1929271004760966,9.127557803300526,True,0.14428318470807963,0.4878229746594873,0.3678938406324332,-1209.5238744940673,-0.2507952726149756,nan
7,0.65,1.0499999999999998,1.05,1.718867429102724,1.188845538188376,9.583935693465552,True,0.14285888625102583,0.4743954109863217,0.38274570276265235,-1617.680103266128,-0.30707591049801497,nan
7,0.65,0.9833333333333331,1.1,1.6423026748796372,1.1829745242927772,10.04031358363058,True,0.1410395329397193,0.45851229839994306,0.40044816866033744,-2204.7814928260136,-0.3836406647211017,nan
7,0.65,0.9166666666666666,1.15,1.5635538649732645,1.177641820830744,10.496691473795604,True,0.13908517963173755,0.4426183849425699,0.4182964354256925,-2738.051839029332,-0.4623894746274744,nan
