bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.370289
0.5000,0.5000,1.357743
1.4999,1.4999,1.351636
3.4998,3.4998,1.343889
7.4995,7.4995,1.331285
13.4991,13.4991,1.314427
21.4986,17.4989,1.310401
29.4981,21.4986,1.305868
37.4975,25.4983,1.298983
45.4970,29.4981,1.287836
53.4965,33.4978,1.272288
61.4960,37.4975,1.254980
69.4954,41.4973,1.237662
74.9951,42.9972,1.229336
