bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.359284
0.5000,0.5000,1.337432
1.4999,1.4999,1.324634
3.4998,3.4998,1.307117
7.4995,7.4995,1.270917
13.4991,13.4991,1.220647
21.4986,17.4989,1.191287
29.4981,21.4986,1.163696
37.4975,25.4983,1.136909
45.4970,29.4981,1.111476
53.4965,33.4978,1.087203
61.4960,37.4975,1.062869
