bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.357398
0.5000,0.5000,1.335476
1.4999,1.4999,1.322108
3.4998,3.4998,1.302934
7.4995,7.4995,1.267804
13.4991,13.4991,1.216112
21.4986,17.4989,1.187691
29.4981,21.4986,1.159808
37.4975,25.4983,1.132700
45.4970,29.4981,1.105684
53.4965,33.4978,1.082257
61.4960,37.4975,1.059794
