bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.360413
0.5000,0.5000,1.338720
1.4999,1.4999,1.325766
3.4998,3.4998,1.306689
7.4995,7.4995,1.268951
13.4991,13.4991,1.220941
21.4986,17.4989,1.190858
29.4981,21.4986,1.164168
37.4975,25.4983,1.137632
45.4970,29.4981,1.112360
53.4965,33.4978,1.087292
61.4960,37.4975,1.063051
