bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.260277
0.5000,0.5000,1.241946
1.4999,1.4999,1.237447
3.4998,3.4998,1.228260
7.4995,7.4995,1.213989
13.4991,13.4991,1.194559
21.4986,17.4989,1.181861
29.4981,21.4986,1.163315
37.4975,25.4983,1.141397
45.4970,29.4981,1.116234
53.4965,33.4978,1.091802
61.4960,37.4975,1.068378
69.4954,41.4973,1.046065
