bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.091887
0.5000,0.5000,1.076369
1.4999,1.4999,1.078574
3.4998,3.4998,1.082203
7.4995,7.4995,1.085575
13.4991,13.4991,1.087228
21.4986,17.4989,1.075561
29.4981,21.4986,1.053917
