bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.366616
0.5000,0.5000,1.360376
1.4999,1.4999,1.355232
3.4998,3.4998,1.347980
7.4995,7.4995,1.338610
13.4991,13.4991,1.328327
21.4986,17.4989,1.321900
29.4981,21.4986,1.312383
37.4975,25.4983,1.300417
45.4970,29.4981,1.285187
53.4965,33.4978,1.270892
61.4960,37.4975,1.253499
69.4954,41.4973,1.236357
74.9951,42.9972,1.230077
