bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.363957
0.5000,0.5000,1.350729
1.4999,1.4999,1.343927
3.4998,3.4998,1.337105
7.4995,7.4995,1.325520
13.4991,13.4991,1.295178
21.4986,17.4989,1.270999
29.4981,21.4986,1.249200
37.4975,25.4983,1.224343
45.4970,29.4981,1.201282
53.4965,33.4978,1.181458
61.4960,37.4975,1.159953
69.4954,41.4973,1.137599
74.9951,42.9972,1.129535
