bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.205707
0.5000,0.5000,1.185016
1.4999,1.4999,1.179205
3.4998,3.4998,1.171960
7.4995,7.4995,1.160539
13.4991,13.4991,1.151674
21.4986,17.4989,1.159179
29.4981,21.4986,1.166114
37.4975,25.4983,1.145445
45.4970,29.4981,1.116966
53.4965,33.4978,1.086811
61.4960,37.4975,1.059609
69.4954,41.4973,1.028251
