bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.355824
0.5000,0.5000,1.335038
1.4999,1.4999,1.322159
3.4998,3.4998,1.303336
7.4995,7.4995,1.267708
13.4991,13.4991,1.218670
21.4986,17.4989,1.188284
29.4981,21.4986,1.160960
37.4975,25.4983,1.134568
45.4970,29.4981,1.108936
53.4965,33.4978,1.084461
61.4960,37.4975,1.059407
