bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.361367
0.5000,0.5000,1.355517
1.4999,1.4999,1.350214
3.4998,3.4998,1.344486
7.4995,7.4995,1.333412
13.4991,13.4991,1.321588
21.4986,17.4989,1.314924
29.4981,21.4986,1.307339
37.4975,25.4983,1.297889
45.4970,29.4981,1.284313
53.4965,33.4978,1.269702
61.4960,37.4975,1.254698
69.4954,41.4973,1.237816
74.9951,42.9972,1.231352
