bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.478520
0.5000,0.5000,1.467668
1.4999,1.4999,1.460067
3.4998,3.4998,1.449474
7.4995,7.4995,1.426096
13.4991,13.4991,1.393408
21.4986,17.4989,1.373158
29.4981,21.4986,1.354306
37.4975,25.4983,1.335292
45.4970,29.4981,1.315534
53.4965,33.4978,1.296460
61.4960,37.4975,1.278161
69.4954,41.4973,1.261670
74.9951,42.9972,1.253471
