bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.043714
0.5000,0.5000,1.025157
1.4999,1.4999,1.024958
3.4998,3.4998,1.025338
7.4995,7.4995,1.022104
13.4991,13.4991,1.031833
21.4986,17.4989,1.038289
