bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.332370
0.5000,0.5000,1.325614
1.4999,1.4999,1.321633
3.4998,3.4998,1.317416
7.4995,7.4995,1.312102
13.4991,13.4991,1.305143
21.4986,17.4989,1.299689
29.4981,21.4986,1.291397
37.4975,25.4983,1.276057
45.4970,29.4981,1.261297
53.4965,33.4978,1.242584
61.4960,37.4975,1.225034
69.4954,41.4973,1.207241
74.9951,42.9972,1.201116
