bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.176713
0.5000,0.5000,1.166100
1.4999,1.4999,1.173082
3.4998,3.4998,1.190576
7.4995,7.4995,1.202252
13.4991,13.4991,1.175175
21.4986,17.4989,1.150526
29.4981,21.4986,1.123692
37.4975,25.4983,1.098321
45.4970,29.4981,1.073043
53.4965,33.4978,1.049757
