bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.185868
0.5000,0.5000,1.170726
1.4999,1.4999,1.170764
3.4998,3.4998,1.181639
7.4995,7.4995,1.210094
13.4991,13.4991,1.238651
21.4986,17.4989,1.228950
29.4981,21.4986,1.199251
37.4975,25.4983,1.169581
45.4970,29.4981,1.141886
53.4965,33.4978,1.113671
61.4960,37.4975,1.086676
69.4954,41.4973,1.055885
74.9951,42.9972,1.043803
