bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,0.794283
0.5000,0.5000,0.793401
1.4999,1.4999,0.814770
3.4998,3.4998,0.859898
7.4995,7.4995,0.948148
13.4991,13.4991,0.986987
21.4986,17.4989,0.955184
