bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.453599
0.5000,0.5000,1.446025
1.4999,1.4999,1.448616
3.4998,3.4998,1.448105
7.4995,7.4995,1.432952
13.4991,13.4991,1.404521
21.4986,17.4989,1.382913
29.4981,21.4986,1.364805
37.4975,25.4983,1.345294
45.4970,29.4981,1.327309
53.4965,33.4978,1.308527
61.4960,37.4975,1.290830
69.4954,41.4973,1.272820
74.9951,42.9972,1.266694
