idx,m_C,m_M,m_P,F_zoned,k_zoned,max_enr,leu_ok,share_C,share_M,share_P,dk_pcm,dF,dEFPD_est
35,1.0,1.0,1.0,2.0874407964979818,1.0660899640912962,4.628152429029315,True,0.21299460375345228,0.4667188181108707,0.3202865781356771,0.0,0.0,nan
35,1.0,0.9333333333333332,1.05,2.0718366745489396,1.0592970057979656,4.859560050480781,True,0.21305582242271956,0.4502125435357654,0.33673163404151496,-679.2958293330597,-0.015604121949042149,nan
35,1.0,0.8666666666666666,1.1,2.0733277538505686,1.0518953318335218,5.090967671932247,True,0.21198182667376242,0.4339384302230384,0.3540797431031991,-1419.4632257774397,-0.014113042647413199,nan
35,1.0,0.8000000000000002,1.15,2.0866022517785883,1.0442402746022579,5.322375293383712,True,0.2117198991138791,0.4156056747379353,0.37267442614818563,-2184.9689489038315,-0.0008385447193934858,nan
35,0.9,1.0333333333333332,1.0,1.8586283773894199,1.062160506874161,4.628152429029315,True,0.19234012054838479,0.4760970702698684,0.3315628091817468,-392.94572171351126,-0.22881241910856187,nan
35,0.9,0.9666666666666665,1.05,1.8820841614614439,1.0561557994884265,4.859560050480781,True,0.19217322961194966,0.46053940312650676,0.34728736726154386,-993.4164602869666,-0.2053566350365379,nan
35,0.9,0.8999999999999998,1.1,1.8405452836062337,1.0487489495087825,5.090967671932247,True,0.19124251813116439,0.4443799543581623,0.3643775275106735,-1734.1014582513692,-0.24689551289174805,nan
35,0.9,0.8333333333333334,1.15,1.8329179527315373,1.041558898157479,5.322375293383712,True,0.18984176430455124,0.4259961812346299,0.3841620544608189,-2453.1065933817154,-0.2545228437664444,nan
35,0.8,1.0666666666666667,1.0,1.8030757263648698,1.05849973485969,4.628152429029315,True,0.1729172813389027,0.48572954951887787,0.34135316914221936,-759.0229231606127,-0.28436507013311196,nan
35,0.8,1.0,1.05,1.7004693300703417,1.051985624890076,4.859560050480781,True,0.17106658032341213,0.46997340843122226,0.35896001124536553,-1410.4339201220118,-0.38697146642764,nan
35,0.8,0.9333333333333332,1.1,1.6603612394361016,1.0459395191216554,5.090967671932247,True,0.1688290973610409,0.4532641789978361,0.3779067236411228,-2015.0444969640803,-0.42707955706188017,nan
35,0.8,0.8666666666666668,1.15,1.5933378330897137,1.0381513421543662,5.322375293383712,True,0.1676012300313525,0.4351734322822916,0.3972253376863559,-2793.8621936929976,-0.4941029634082681,nan
35,0.72,1.0933333333333335,1.0,1.7944810627652301,1.055162374172005,4.628152429029315,True,0.15605556649374716,0.4937393790766936,0.3502050544295592,-1092.7589919291104,-0.29295973373275164,nan
35,0.72,1.0266666666666666,1.05,1.7342289789390353,1.0500185835492641,4.859560050480781,True,0.15433173157293378,0.47767992775710955,0.3679883406699569,-1607.1380542032055,-0.3532118175589465,nan
35,0.72,0.96,1.1,1.6748831933597736,1.0431649931954659,5.090967671932247,True,0.1523760226889994,0.4603308808593848,0.3872930964516158,-2292.4970895830343,-0.4125576031382081,nan
35,0.72,0.8933333333333335,1.15,1.561349085305028,1.0365359416503088,5.322375293383712,True,0.15096844456154884,0.44298722321564327,0.4060443322228078,-2955.402244098737,-0.5260917111929537,nan
35,0.65,1.1166666666666665,1.0,1.7807221309511498,1.0519828864772682,4.628152429029315,True,0.14039265883472654,0.5005953706199736,0.35901197054529993,-1410.7077614027962,-0.3067186655468319,nan
35,0.65,1.0499999999999998,1.05,1.7378943067538415,1.046436046865125,4.859560050480781,True,0.13896985240137932,0.4842721714568394,0.3767579761417812,-1965.3917226171159,-0.34954648974414027,nan
35,0.65,0.9833333333333331,1.1,1.6222127306009217,1.0401240041444808,5.090967671932247,True,0.13708261129378033,0.46647580710927566,0.3964415815969439,-2596.5959946815387,-0.46522806589706,nan
35,0.65,0.9166666666666666,1.15,1.5697229625276545,1.0343016054740628,5.322375293383712,True,0.1358040074244009,0.4487312435902197,0.41546474898537955,-3178.8358617233393,-0.5177178339703272,nan
