bu_label_MWdkg,bu_true_MWdkg,k_inf
0.0000,0.0000,1.359318
0.5000,0.5000,1.347324
1.4999,1.4999,1.337957
3.4998,3.4998,1.327201
7.4995,7.4995,1.307809
13.4991,13.4991,1.281808
21.4986,17.4989,1.267425
29.4981,21.4986,1.254610
37.4975,25.4983,1.240963
45.4970,29.4981,1.225762
53.4965,33.4978,1.207684
61.4960,37.4975,1.191150
69.4954,41.4973,1.170124
74.9951,42.9972,1.162668
