idx,enrich_inner,enrich_outer,gd_wt,pitch,refl_thick,gd_pins,F_asm,F_uniform,F_zoned,dF,k_core_uniform,k_core_zoned,dk_pcm,share_C,share_M,share_P,max_enr_zoned,leu_screen_ok,leu20_ok,seeds
20,2.500968997781994,12.10085349007313,1.0060534716190683,1.2241249234784348,2.3339357065220403,26.964527959344643,1.4994484429688553,2.668709132710879,2.3855111628590415,-0.28319796985183743,1.2135427917912402,1.2018499539121419,-1169.283787909836,0.18794667490088204,0.4580079564128667,0.35404536868625125,13.008417501828614,True,True,1
21,13.104619525086905,12.002378674402584,4.386980499111996,1.1611364474693273,10.577759670711009,14.625452335036123,1.140411502145009,2.018916077388564,1.7688555333291065,-0.25006054405945743,1.287433153035296,1.2771624146981397,-1027.0738337156304,0.18252831772101766,0.4487566133801833,0.36871506889879896,14.087465989468422,True,True,1
22,3.7521204908287746,2.1559568960499633,4.050640142216385,1.2296446935499898,11.17805968397959,38.67729956795543,1.30582722034111,2.408516807359759,1.7869207770137694,-0.6215960303459898,0.7512917002163371,0.7341198939995114,-1717.180621682568,0.16594586181825405,0.4547322467652009,0.37932189141654504,4.033529527640932,True,True,1
23,19.297443967063998,12.932012069045413,5.075869030255975,1.2043147967986079,3.181826440249628,19.627258222337872,1.2857095750327172,2.2912095307801494,2.0482544623952,-0.2429550683849495,1.3164606168618231,1.3060588901453387,-1040.1726716484427,0.18700214416532196,0.45548669382048146,0.35751116201419647,20.744752264593796,False,False,1
24,5.460286587922812,7.5267581919621165,2.7896130103641226,1.3377809683436828,4.618854944441692,34.627819888083955,1.2374353945297396,2.275370093599846,1.887664138731387,-0.38770595486845916,1.1335068407470175,1.1180769430447237,-1542.989770229375,0.1792960029060356,0.4584933289639158,0.3622106681300485,8.091265056359275,True,True,1
25,16.054728826127164,7.389797467987025,3.016494679387018,1.2632464561364916,6.276348970940866,12.503072091812749,1.5446566565854556,2.7131780809962582,2.4505463067139424,-0.2626317742823159,1.3064363387561233,1.2959242535859066,-1051.2085170216733,0.18733888231961898,0.45653136108824505,0.35612975659213614,17.2588334880867,True,True,1
26,5.9301764036260725,11.625286045393924,3.5712111137309583,1.2139403449932842,9.75682429017117,13.097134850301408,1.2989853501797541,2.3128475479256014,2.0309486846529055,-0.281898863272696,1.2858662937459828,1.2752935046107114,-1057.2789135271375,0.18429923940237292,0.4512446047020281,0.3644561558955989,12.497182498798468,True,True,1
27,8.843465685084531,15.773048569773332,2.2942395947213297,1.1801836366847323,10.95032850366328,13.869963797230337,1.2594022548246022,2.197814566582141,2.0003301053608835,-0.1974844612212574,1.3388843167407647,1.3300637563662376,-882.0560374527054,0.18506349201502628,0.4489926343473738,0.3659438736376001,16.95602721250633,True,True,1
28,11.722936088990231,10.400039716506852,3.218290175099336,1.275836124993576,9.071413751758463,21.787000339054536,1.1632569369222054,2.033701558569346,1.81532131566512,-0.21838024290422609,1.2935080200373115,1.28228800192861,-1122.0018108701436,0.1844608215454421,0.45366144095040717,0.3618777375041507,12.602156295664498,True,True,1
29,15.138984875139334,18.889604456546305,6.3612133669000634,1.248908525514652,5.296353833144046,33.4282854519445,1.2154544942592307,2.1699104886576746,1.9466905646960901,-0.2232199239615844,1.3048186979964995,1.2932291999372751,-1158.949805922438,0.18337435050927564,0.45259172652312096,0.3640339229676035,20.306324790787276,False,False,1
