idx,m_C,m_M,m_P,F_zoned,k_zoned,max_enr,leu_ok,share_C,share_M,share_P,dk_pcm,dF,dEFPD_est
58,1.0,1.0,1.0,2.0427396986052884,1.268506977173909,15.12925654475394,True,0.20070450881973234,0.453544243868062,0.3457512473122058,0.0,0.0,0.0
58,0.8,0.8666666666666668,1.15,1.6734473323163812,1.2468675946911754,17.39864502646703,True,0.1676509915642327,0.42701127895201707,0.40533772948375035,-2163.938248273367,-0.36929236628890716,-916.7821270014631
58,0.8,0.8000000000000002,1.2,1.6601456479588588,1.2419026282330592,18.155107853704727,True,0.16696603704115656,0.411951575555154,0.42108238740368953,-2660.434894084984,-0.3825940506464296,-1127.1297426783242
58,0.8,0.7333333333333334,1.25,1.6525848403080337,1.2349993551889067,18.911570680942425,True,0.1642944736084098,0.39511608390520375,0.4405894424863866,-3350.7621985002343,-0.3901548582972547,-1419.596376129617
58,0.8,0.6666666666666666,1.3,1.6402603647250553,1.2277053756083307,19.668033508180123,True,0.16276985559774865,0.377666267283711,0.45956387711854035,-4080.1601565578326,-0.40247933388023305,-1728.6158280257757
58,0.72,0.8933333333333335,1.15,1.5612537241772548,1.2451175105023555,17.39864502646703,True,0.15440585304134802,0.43234956389062706,0.4132445830680249,-2338.9466671553505,-0.48148597442803354,-990.9268446863641
58,0.72,0.8266666666666668,1.2,1.5466511808009653,1.2397297604001813,18.155107853704727,True,0.15413126824072282,0.41789467648746964,0.4279740552718076,-2877.7216773727687,-0.49608851780432306,-1219.1862694811703
58,0.72,0.7600000000000001,1.25,1.5104110162409645,1.2339204227944225,18.911570680942425,True,0.15200734107653305,0.4021707954486355,0.4458218634748313,-3458.6554379486547,-0.5323286823643238,-1465.3068272617263
58,0.72,0.6933333333333334,1.3,1.531849624121819,1.2268161250647847,19.668033508180123,True,0.14974608158017338,0.3841098737701416,0.466144044649685,-4169.085210912438,-0.5108900744834695,-1766.2901473091404
58,0.65,0.9166666666666666,1.15,1.6116168357143328,1.243089705708894,17.39864502646703,True,0.14351263339482626,0.43731643076570964,0.4191709358394641,-2541.7271465014933,-0.4311228628909556,-1076.8375768053002
58,0.65,0.85,1.2,1.5031346449423502,1.2381755324880257,18.155107853704727,True,0.1409763022366195,0.4228057678877623,0.43621792987561836,-3033.1444685883334,-0.5396050536629382,-1285.033267300449
58,0.65,0.7833333333333332,1.25,1.4495434360854285,1.2319037304537703,18.911570680942425,True,0.14009342159598834,0.4063870341876654,0.45351954421634644,-3660.3246720138704,-0.5931962625198599,-1550.7467650716835
58,0.65,0.7166666666666665,1.3,1.5332944774631692,1.2259815252620287,19.668033508180123,True,0.13774768911923405,0.3895421821013887,0.47271012877937724,-4252.545191188028,-0.5094452211421192,-1801.649112980923
