idx,m_C,m_M,m_P,F_zoned,k_zoned,max_enr,leu_ok,share_C,share_M,share_P,dk_pcm,dF,dEFPD_est
54,1.0,1.0,1.0,2.0160575410114356,1.27472498446471,15.00186792805939,True,0.2007536314752068,0.45423053891603743,0.3450158296087558,0.0,0.0,0.0
54,0.8,0.8666666666666668,1.15,1.6735602376732206,1.2542214588064713,17.252148117268298,True,0.16867481609715887,0.42710384916442784,0.40422133473841326,-2050.3525658238655,-0.34249730333821504,-859.9216569049081
54,0.8,0.8000000000000002,1.2,1.663392235013234,1.2478766362087408,18.00224151367127,True,0.1671229736235013,0.41220465594270256,0.4206723704337962,-2684.834825596916,-0.3526653059982017,-1126.0246897175011
54,0.8,0.7333333333333334,1.25,1.6582445260169045,1.2419299272103312,18.75233491007424,True,0.1661474493866045,0.396837921656589,0.43701462895680643,-3279.5057254378703,-0.3578130149945311,-1375.4307645692613
54,0.8,0.6666666666666666,1.3,1.6570796866069433,1.235012988573796,19.502428306477206,True,0.16443319804102222,0.3794558425440754,0.45611095941490226,-3971.199589091401,-0.35897785440449237,-1665.5284498251142
54,0.72,0.8933333333333335,1.15,1.5760523778655997,1.2516800379841293,17.252148117268298,True,0.1552434735365924,0.4332774691118195,0.411479057351588,-2304.4946480580643,-0.44000516314583593,-966.5093160650202
54,0.72,0.8266666666666668,1.2,1.5341955313234534,1.246325288940291,18.00224151367127,True,0.15353410808109041,0.4180445881696565,0.4284213037492532,-2839.969552441901,-0.4818620096879822,-1191.0884809774332
54,0.72,0.7600000000000001,1.25,1.509770754161841,1.2409551178223064,18.75233491007424,True,0.15271310933116955,0.4024363532079538,0.44485053746087655,-3376.986664240356,-0.5062867868495946,-1416.3144505308496
54,0.72,0.6933333333333334,1.3,1.5168306067017907,1.2336842697351371,19.502428306477206,True,0.15102973388351165,0.3854526014074337,0.46351766470905476,-4104.071472957283,-0.49922693430964493,-1721.2551635789093
54,0.65,0.9166666666666666,1.15,1.6047561154984997,1.2499839859602606,17.252148117268298,True,0.1442196032008978,0.4378155372304237,0.41796485956867857,-2474.099850444933,-0.4113014255129359,-1037.6420515209854
54,0.65,0.85,1.2,1.5051636475262982,1.245168549014269,18.00224151367127,True,0.14227440466382707,0.42301630475464336,0.43470929058152963,-2955.6435450440954,-0.5108938934851375,-1239.6023673388822
54,0.65,0.7833333333333332,1.25,1.486288675007344,1.2389724362309475,18.75233491007424,True,0.14043671229080731,0.4067654097009963,0.4527978780081964,-3575.2548233762395,-0.5297688660040916,-1499.4684830409155
54,0.65,0.7166666666666665,1.3,1.5064427956838609,1.2328200508889462,19.502428306477206,True,0.13949556449706077,0.3911226370692771,0.469381798433662,-4190.493357576374,-0.5096147453275748,-1757.5006617694276
